observation_id,photo_id,Image_name,GroundingDino_V.1_Detected?,V.1 Analysis,GroundingDino_V.2_Detected?,V.2 Analysis,license_code,sam2+bioclip classification v.3,v3. Analysis,crop+bioclip classification v.4,v.4 Analysis,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species
291009479,523542929,obs_291009479_photo_523542929,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/523542929/original.jpg,Macroperipatus torquatus,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/291009479,Pred,Predation,Animalia,Onychophora,0,0,Peripatidae,Macroperipatus,Macroperipatus torquatus
302755190,545634287,obs_302755190_photo_545634287,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/545634287/original.jpg,Wilsoniana amaranthi,0,complex,cc-by-nc,research,https://www.inaturalist.org/observations/302755190,Pred,Parasitism,Chromista,Oomycota,Peronosporomycetes,Albuginales,Albuginaceae,Wilsoniana,0
318344322,575337712,obs_318344322_photo_575337712,Yes,Visible,Yes,Visible,cc-by,FALSE,,FALSE,Misidentified as different species,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/original.jpg,Mopalia muscosa,Mossy Chiton,species,cc-by,research,https://www.inaturalist.org/observations/318344322,Prey,Predation,Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Mopalia muscosa
318533969,575706140,obs_318533969_photo_575706140,Maybe,Tiny part of the box,Yes,Visible,cc0,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/original.jpg,Phylloporia amplectens,Pawpaw Polypore,species,cc0,research,https://www.inaturalist.org/observations/318533969,Pred,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia amplectens
319669394,577875426,obs_319669394_photo_577875426,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/original.jpg,Coleosporium ipomoeae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/319669394,Prey,Predation,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,Coleosporium,Coleosporium ipomoeae
321389820,581234419,obs_321389820_photo_581234419,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by,FALSE,,FALSE,Species is small part of the box,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/original.jpg,Echinus esculentus,European Edible Sea Urchin,species,cc-by,research,https://www.inaturalist.org/observations/321389820,Prey,Predation,Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,Echinus esculentus
323944435,586236533,obs_323944435_photo_586236533,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/original.jpg,Gymnosporangium juniperi-virginianae,Cedar-apple rust,species,cc-by-nc,research,https://www.inaturalist.org/observations/323944435,Pred,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Gymnosporangiaceae,Gymnosporangium,Gymnosporangium juniperi-virginianae
325267824,588882003,obs_325267824_photo_588882003,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by-nc,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/original.jpg,Iflavirus dinococcinellae,Dinocampus coccinellae paralysis virus,species,cc-by-nc,research,https://www.inaturalist.org/observations/325267824,Pred,Parasitism,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Iflaviridae,Iflavirus,Iflavirus dinococcinellae
325625055,589595206,obs_325625055_photo_589595206,Maybe,Tiny part of the box,Yes,Visible,cc-by-nc,FALSE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/original.jpg,Mycocentrospora asiminae,0,species,cc0,research,https://www.inaturalist.org/observations/325625055,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Mycocentrospora,Mycocentrospora asiminae
326876805,592092171,obs_326876805_photo_592092171,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/original.jpg,Rhytisma acerinum,Black Tar Spot,species,cc-by-nc,research,https://www.inaturalist.org/observations/326876805,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,Rhytisma acerinum
327076113,592488640,obs_327076113_photo_592488640,Maybe,Tiny part of the box,Yes,Visible,cc-by-nc,FALSE,,FALSE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/original.jpg,Anthopleura artemisia,Moonglow Anemone,species,cc-by-nc,research,https://www.inaturalist.org/observations/327076113,Pred,Predation,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura artemisia
331752340,601901044,obs_331752340_photo_601901044,Maybe,Tiny part of the box,Yes,Visible,cc-by-nc,FALSE,,FALSE,Species is small part of the box; Species features not very clear,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/original.jpg,Phyllosticta asiminae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/331752340,Pred,Parasitism,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta asiminae
331831594,602051260,obs_331831594_photo_602051260,Yes,Visible,Yes,Visible,cc-by,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/original.jpg,Caulorhiza umbonata,Redwood Rooter,species,cc-by,research,https://www.inaturalist.org/observations/331831594,Prey,Predation,Fungi,Basidiomycota,Agaricomycetes,Agaricales,0,Caulorhiza,Caulorhiza umbonata
332241462,602909620,obs_332241462_photo_602909620,Yes,Visible,Yes,Visible,cc-by-nc-nd,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/original.jpg,Ariolimax buttoni,Button's Banana Slug,species,cc-by-nc,research,https://www.inaturalist.org/observations/332241462,Pred,Scavenging or Decomposition,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,Ariolimax buttoni
333144263,501540234,obs_333144263_photo_501540234,Maybe,Tiny part of the box,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/original.jpeg,Erythricium aurantiacum,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/333144263,Pred,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium,Erythricium aurantiacum
333664707,605748155,obs_333664707_photo_605748155,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,FALSE,Species not in the box,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/original.jpg,Aeolidia loui,Warty Shag-rug Nudibranch,species,cc-by-nc,research,https://www.inaturalist.org/observations/333664707,Pred,Predation,Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,Aeolidia loui
334025380,606497684,obs_334025380_photo_606497684,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,TRUE,Image not very clear,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/original.jpg,Cryptomarasmius corbariensis,Oliveleaf Crypto,species,cc-by-nc,research,https://www.inaturalist.org/observations/334025380,Pred,Scavenging or Decomposition,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cryptomarasmius,Cryptomarasmius corbariensis
33435868,52515163,obs_33435868_photo_52515163,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/52515163/original.jpeg,Paranemertes peregrina,Purple Ribbon Worm,species,cc-by-nc,research,https://www.inaturalist.org/observations/33435868,Pred,Predation,Animalia,Nemertea,Hoplonemertea,Monostilifera,Neesiidae,Paranemertes,Paranemertes peregrina
334758419,607987821,obs_334758419_photo_607987821,Yes,Visible,Yes,Visible,cc-by-nc,FALSE,,TRUE,The Species features but not be very clear. Tiny part of the image. ,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/original.jpg,Illosporiopsis christiansenii,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/334758419,Pred,Parasitism,Fungi,Ascomycota,Sordariomycetes,Hypocreales,0,Illosporiopsis,Illosporiopsis christiansenii
336269939,611037472,obs_336269939_photo_611037472,Yes,Visible,Yes,Visible,cc-by-sa,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/original.jpg,Peripatoides novaezealandiae,New Zealand peripatus,species,cc-by-sa,research,https://www.inaturalist.org/observations/336269939,Pred,Predation,Animalia,Onychophora,0,0,Peripatopsidae,Peripatoides,Peripatoides novaezealandiae
337063055,612648507,obs_337063055_photo_612648507,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/original.jpg,Charonia tritonis,Giant Triton Snail,species,cc-by-nc,research,https://www.inaturalist.org/observations/337063055,Pred,Predation,Animalia,Mollusca,Gastropoda,Littorinimorpha,Charoniidae,Charonia,Charonia tritonis
337600645,614526508,obs_337600645_photo_614526508,Yes,Visible,Maybe,Tiny part of the box,cc-by-nc,TRUE,,FALSE,Species not in the box,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/original.jpg,Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,species,cc-by-nc,research,https://www.inaturalist.org/observations/337600645,Prey,Predation,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus
337606242,613762919,obs_337606242_photo_613762919,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/original.jpg,Puccinia polygoni-amphibii,0,species,cc-by,research,https://www.inaturalist.org/observations/337606242,Pred,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia polygoni-amphibii
337610708,613769550,obs_337610708_photo_613769550,Maybe,Tiny part of the box,Yes,Visible,cc-by,FALSE,,TRUE,Same taxon genus but wrong species level,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/original.jpg,Golovinomyces bolayi,0,species,cc-by,research,https://www.inaturalist.org/observations/337610708,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Golovinomyces,Golovinomyces bolayi
337610714,613769638,obs_337610714_photo_613769638,Maybe,Tiny part of the box,Maybe,Tiny part of the box,cc-by,FALSE,,FALSE,Species is small part of the box. Fungus,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/original.jpg,Erysiphe parvula,0,species,cc-by,research,https://www.inaturalist.org/observations/337610714,Pred,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,Erysiphe parvula
338007030,614585734,obs_338007030_photo_614585734,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/original.jpg,Eobania vermiculata,Chocolate-band Snail,species,cc-by,research,https://www.inaturalist.org/observations/338007030,Pred,Predation,Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Eobania,Eobania vermiculata
338486970,615576074,obs_338486970_photo_615576074,Yes,Visible,Yes,Visible,cc-by-nc,TRUE,,TRUE,,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/original.jpg,Spisula solidissima,West Atlantic Surfclam,species,cc0,research,https://www.inaturalist.org/observations/338486970,Prey,Predation,Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solidissima
