observation_id,uri,quality_grade,license_code,taxon_id,taxon_name,taxon_rank,taxon_preferred_common_name,ofv_id_meant_field_id,ofv_id_meant_value,ofv_special_feeding_field_id,ofv_special_feeding_value,photo_urls_medium,photo_count,location,positional_accuracy,place_country_name,place_state_name,place_county_name,place_town_name,kingdom_id,kingdom_name,phylum_id,phylum_name,class_id,class_name,order_id,order_name,family_id,family_name,genus_id,genus_name,species_id,species_name
340722577,https://www.inaturalist.org/observations/340722577,research,cc-by-nc,158768,Asimina obovata,species,Flag-pawpaw,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/620095837/medium.jpg,1,"28.6068196,-82.5961625997",,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,50898.0,Magnoliales,50899.0,Annonaceae,50900.0,Asimina,158768.0,Asimina obovata
340722576,https://www.inaturalist.org/observations/340722576,research,cc-by-nc,325973,Omphalocera munroei,species,Pawpaw Webworm Moth,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/medium.jpg,1,"28.6068321997,-82.5961692",,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47157.0,Lepidoptera,49683.0,Pyralidae,325972.0,Omphalocera,325973.0,Omphalocera munroei
340542613,https://www.inaturalist.org/observations/340542613,research,cc-by-nc,1579017,Astur cooperii,species,Cooper's Hawk,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737740/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737753/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737767/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737775/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737804/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619737829/medium.jpg,7,"41.8040000546,-87.8072671045",29.0,,,,,1,Animalia,2,Chordata,3.0,Aves,71261.0,Accipitriformes,5067.0,Accipitridae,1577581.0,Astur,1579017.0,Astur cooperii
340514310,https://www.inaturalist.org/observations/340514310,research,cc-by-nc,46017,Sciurus carolinensis,species,Eastern Gray Squirrel,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619679035/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619679050/medium.jpg,3,"34.7797083333,-87.6622616667",,,,,,1,Animalia,2,Chordata,40151.0,Mammalia,43698.0,Rodentia,45933.0,Sciuridae,45994.0,Sciurus,46017.0,Sciurus carolinensis
340514309,https://www.inaturalist.org/observations/340514309,research,cc-by-nc,5212,Buteo jamaicensis,species,Red-tailed Hawk,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619678812/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619678833/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619678863/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619678889/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619678934/medium.jpg,6,"34.7798666667,-87.6612",,,,,,1,Animalia,2,Chordata,3.0,Aves,71261.0,Accipitriformes,5067.0,Accipitridae,5179.0,Buteo,5212.0,Buteo jamaicensis
340433312,https://www.inaturalist.org/observations/340433312,research,cc-by-nc,22039,Limnodynastes peronii,species,Striped Marsh Frog,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,1,"-33.3166548936,151.4253130743",3.0,,,,,1,Animalia,2,Chordata,20978.0,Amphibia,20979.0,Anura,22026.0,Limnodynastidae,22027.0,Limnodynastes,22039.0,Limnodynastes peronii
340394115,https://www.inaturalist.org/observations/340394115,research,cc-by-nc,553515,Rhinella marina,species,Cane Toad,12795.0,organism being eaten,16376.0,Scavenging or Decomposition,https://inaturalist-open-data.s3.amazonaws.com/photos/619968851/medium.jpg,1,"-17.043956605,145.5204978213",1928.0,,,,,1,Animalia,2,Chordata,20978.0,Amphibia,20979.0,Anura,21359.0,Bufonidae,64819.0,Rhinella,553515.0,Rhinella marina
340368188,https://www.inaturalist.org/observations/340368188,research,cc-by,205320,Diplolepis rosae,species,Mossy Rose Gall Wasp,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619383374/medium.jpg,2,"43.3600055556,-5.0338083333",,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47201.0,Hymenoptera,1501094.0,Diplolepididae,71003.0,Diplolepis,205320.0,Diplolepis rosae
340364592,https://www.inaturalist.org/observations/340364592,research,cc-by-nc,474831,Aquarius najas,species,River Skater,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,1,"44.6957066667,5.24395",,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47744.0,Hemiptera,59653.0,Gerridae,59652.0,Aquarius,474831.0,Aquarius najas
340337865,https://www.inaturalist.org/observations/340337865,research,cc-by-nc,52471,Vicia cracca,species,tufted vetch,12795.0,organism being eaten,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/533753923/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/533753939/medium.jpg,3,"48.3569666667,-89.4734283333",4.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47123.0,Fabales,47122.0,Fabaceae,52472.0,Vicia,52471.0,Vicia cracca
340337296,https://www.inaturalist.org/observations/340337296,research,cc-by-nc,47435,Lotus corniculatus,species,bird's-foot trefoil,12795.0,organism being eaten,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/medium.jpg,1,"48.357245,-89.4735783333",,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47123.0,Fabales,47122.0,Fabaceae,47436.0,Lotus,47435.0,Lotus corniculatus
340326194,https://www.inaturalist.org/observations/340326194,research,cc-by-nc,1584802,Pseudocercospora fuliginosa,species,,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619295139/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619295155/medium.jpg,3,"36.9913055556,-77.2978666667",5.0,,,,,47170,Fungi,48250,Ascomycota,55174.0,Dothideomycetes,1520268.0,Mycosphaerellales,153031.0,Mycosphaerellaceae,327969.0,Pseudocercospora,1584802.0,Pseudocercospora fuliginosa
340326193,https://www.inaturalist.org/observations/340326193,research,cc-by-nc,83435,Diospyros virginiana,species,American persimmon,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/medium.jpg,1,"36.9913111111,-77.2978277778",3.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47181.0,Ericales,71506.0,Ebenaceae,83434.0,Diospyros,83435.0,Diospyros virginiana
340304697,https://www.inaturalist.org/observations/340304697,research,cc-by-nc,220847,Haemopis grandis,species,,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619256243/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619256316/medium.jpg,3,"51.1850940327,-94.0808739164",500.0,,,,,1,Animalia,47491,Annelida,63089.0,Clitellata,122518.0,Arhynchobdellida,171502.0,Haemopidae,171498.0,Haemopis,220847.0,Haemopis grandis
340271239,https://www.inaturalist.org/observations/340271239,research,cc-by,55698,Rhopalomyia californica,species,Coyote Brush Bud Gall Midge,12795.0,eater,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/619190263/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619190267/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619190268/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619190266/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619190273/medium.jpg,5,"37.4090133333,-122.0941388333",4.0,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47822.0,Diptera,55699.0,Cecidomyiidae,55700.0,Rhopalomyia,55698.0,Rhopalomyia californica
340271186,https://www.inaturalist.org/observations/340271186,research,cc-by,53359,Baccharis pilularis,species,coyote brush,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619190122/medium.jpg,2,"37.4090583333,-122.0939111667",39.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47605.0,Asterales,47604.0,Asteraceae,52111.0,Baccharis,53359.0,Baccharis pilularis
340263466,https://www.inaturalist.org/observations/340263466,research,cc-by-nc,153213,Cirsium ehrenbergii,species,red thistle,12795.0,organism being eaten,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619175707/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619175708/medium.jpg,3,"19.2779466667,-99.283005",4.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,47605.0,Asterales,47604.0,Asteraceae,48561.0,Cirsium,153213.0,Cirsium ehrenbergii
340261882,https://www.inaturalist.org/observations/340261882,research,cc-by,4665,Falco sparverius,species,American Kestrel,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619172320/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619172337/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619172349/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619172367/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619172382/medium.jpg,5,"37.6787133333,-121.9128633333",4.0,,,,,1,Animalia,2,Chordata,3.0,Aves,67570.0,Falconiformes,4637.0,Falconidae,4638.0,Falco,4665.0,Falco sparverius
340201729,https://www.inaturalist.org/observations/340201729,research,cc-by-nc,50001,Terrapene carolina carolina,subspecies,Eastern Box Turtle,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619048233/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619048235/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619048220/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619048218/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/619048219/medium.jpg,5,"35.180462072,-82.8672697015",,,,,,1,Animalia,2,Chordata,26036.0,Reptilia,39532.0,Testudines,39760.0,Emydidae,39806.0,Terrapene,39814.0,Terrapene carolina
340178684,https://www.inaturalist.org/observations/340178684,research,cc-by-nc,116999,Pandion haliaetus,species,Osprey,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/619000728/medium.jpg,1,"30.6693551,-87.9377995",384.0,,,,,1,Animalia,2,Chordata,3.0,Aves,71261.0,Accipitriformes,200958.0,Pandionidae,71725.0,Pandion,116999.0,Pandion haliaetus
340152977,https://www.inaturalist.org/observations/340152977,research,cc-by-nc,122767,Columba livia domestica,variety,Feral Pigeon,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618950018/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618950022/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618950027/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618950016/medium.jpg,4,"48.088056,10.8567673",2000.0,,,,,1,Animalia,2,Chordata,3.0,Aves,2708.0,Columbiformes,2715.0,Columbidae,3000.0,Columba,3017.0,Columba livia
340152756,https://www.inaturalist.org/observations/340152756,research,cc-by-nc,5106,Accipiter nisus,species,Eurasian Sparrowhawk,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618949474/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618949476/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618949477/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618949482/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618949483/medium.jpg,5,"48.088056,10.8567673",2000.0,,,,,1,Animalia,2,Chordata,3.0,Aves,71261.0,Accipitriformes,5067.0,Accipitridae,5085.0,Accipiter,5106.0,Accipiter nisus
340147022,https://www.inaturalist.org/observations/340147022,research,cc-by-nc,681760,Parasesarma catenatum,species,,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618936132/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618936053/medium.jpg,2,"-34.0643659611,22.1213919472",4.0,,,,,1,Animalia,47120,Arthropoda,47187.0,Malacostraca,47186.0,Decapoda,84967.0,Sesarmidae,369120.0,Parasesarma,681760.0,Parasesarma catenatum
340147007,https://www.inaturalist.org/observations/340147007,research,cc-by-nc,340825,Scylla serrata,species,Mud Crab,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618932618/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618932719/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618935941/medium.jpg,3,"-34.0643659611,22.1213919472",4.0,,,,,1,Animalia,47120,Arthropoda,47187.0,Malacostraca,47186.0,Decapoda,49506.0,Portunidae,324720.0,Scylla,340825.0,Scylla serrata
340122341,https://www.inaturalist.org/observations/340122341,research,cc-by-nc,4838,Haematopus bachmani,species,Black Oystercatcher,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618887905/medium.jpg,1,"37.5910391217,-122.32399776",60.0,,,,,1,Animalia,2,Chordata,3.0,Aves,67561.0,Charadriiformes,71325.0,Haematopodidae,4837.0,Haematopus,4838.0,Haematopus bachmani
340115097,https://www.inaturalist.org/observations/340115097,research,cc-by-nc,273862,Berberis trifoliolata,species,Agarita,12795.0,organism being eaten,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/618869552/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869568/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869590/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869666/medium.jpg,4,"30.4029694521,-97.7703736244",8.0,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,48232.0,Ranunculales,49289.0,Berberidaceae,58728.0,Berberis,273862.0,Berberis trifoliolata
340114984,https://www.inaturalist.org/observations/340114984,research,cc-by-nc,135266,Archytas apicifer,species,Hornworm Tachinid Fly,12795.0,eater,16376.0,Pollination,https://inaturalist-open-data.s3.amazonaws.com/photos/618869552/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869568/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869590/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618869666/medium.jpg,4,"30.4029694521,-97.7703736244",8.0,,,,,1,Animalia,47120,Arthropoda,47158.0,Insecta,47822.0,Diptera,51953.0,Tachinidae,119043.0,Archytas,135266.0,Archytas apicifer
340042963,https://www.inaturalist.org/observations/340042963,research,cc-by,129454,Umbilicus rupestris,species,Wall Pennywort,12795.0,organism being eaten,16376.0,Parasitism,https://inaturalist-open-data.s3.amazonaws.com/photos/362323490/medium.jpeg,1,"43.4468529722,-5.960715",,,,,,47126,Plantae,211194,Tracheophyta,47124.0,Magnoliopsida,71289.0,Saxifragales,51890.0,Crassulaceae,129459.0,Umbilicus,129454.0,Umbilicus rupestris
340035665,https://www.inaturalist.org/observations/340035665,research,cc-by-nc,48342,Hemigrapsus nudus,species,Purple Shore Crab,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618703136/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618703149/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618721897/medium.jpg,3,"47.6030660554,-122.3382380605",10.0,,,,,1,Animalia,47120,Arthropoda,47187.0,Malacostraca,47186.0,Decapoda,48344.0,Varunidae,48343.0,Hemigrapsus,48342.0,Hemigrapsus nudus
340035133,https://www.inaturalist.org/observations/340035133,research,cc-by-nc,6990,Bucephala clangula,species,Common Goldeneye,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618702374/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618703442/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618703451/medium.jpg,3,"47.6030712549,-122.338270247",5.0,,,,,1,Animalia,2,Chordata,3.0,Aves,6888.0,Anseriformes,6912.0,Anatidae,6989.0,Bucephala,6990.0,Bucephala clangula
340032293,https://www.inaturalist.org/observations/340032293,research,cc-by-nc,1658276,Colleeneremia larisonans,species,Western Desert Tree Frog,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618696045/medium.jpg,1,"-21.5690041937,117.0562117919",369.0,,,,,1,Animalia,2,Chordata,20978.0,Amphibia,20979.0,Anura,554973.0,Pelodryadidae,1632548.0,Colleeneremia,1658276.0,Colleeneremia larisonans
339993526,https://www.inaturalist.org/observations/339993526,research,cc-by-nc,84265,Evasterias troschelii,species,Mottled Star,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/medium.jpg,1,"47.6043421725,-122.340551801",62.0,,,,,1,Animalia,47549,Echinodermata,47668.0,Asteroidea,47672.0,Forcipulatida,47671.0,Asteriidae,84266.0,Evasterias,84265.0,Evasterias troschelii
339993293,https://www.inaturalist.org/observations/339993293,research,cc-by-nc,243970,Larus glaucescens × occidentalis,hybrid,Olympic Gull,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618617361/medium.jpg,1,"47.6043338083,-122.3406081274",84.0,,,,,1,Animalia,2,Chordata,3.0,Aves,67561.0,Charadriiformes,4342.0,Laridae,4343.0,Larus,,
339990356,https://www.inaturalist.org/observations/339990356,research,cc-by-nc,84265,Evasterias troschelii,species,Mottled Star,12795.0,organism being eaten,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618610964/medium.jpg,1,"47.6056792928,-122.3409400508",14.0,,,,,1,Animalia,47549,Echinodermata,47668.0,Asteroidea,47672.0,Forcipulatida,47671.0,Asteriidae,84266.0,Evasterias,84265.0,Evasterias troschelii
339988554,https://www.inaturalist.org/observations/339988554,research,cc-by,46017,Sciurus carolinensis,species,Eastern Gray Squirrel,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618607587/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618607588/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618607585/medium.jpg,3,"29.8529391323,-95.7269588131",125.0,,,,,1,Animalia,2,Chordata,40151.0,Mammalia,43698.0,Rodentia,45933.0,Sciuridae,45994.0,Sciurus,46017.0,Sciurus carolinensis
339965719,https://www.inaturalist.org/observations/339965719,research,cc-by-nc,29309,Nerodia sipedon pleuralis,subspecies,Midland Watersnake,12795.0,eater,16376.0,"No, none of these",https://inaturalist-open-data.s3.amazonaws.com/photos/618559388/medium.jpg,1,"33.3720459455,-85.8414099365",81.0,,,,,1,Animalia,2,Chordata,26036.0,Reptilia,26172.0,Squamata,26504.0,Colubridae,29299.0,Nerodia,29305.0,Nerodia sipedon
339948123,https://www.inaturalist.org/observations/339948123,research,cc-by-nc,4519,Uria aalge,species,Common Murre,12795.0,organism being eaten,16376.0,Scavenging or Decomposition,https://inaturalist-open-data.s3.amazonaws.com/photos/618523115/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522651/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522668/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522675/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522691/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522723/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522712/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522729/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522734/medium.jpg|https://inaturalist-open-data.s3.amazonaws.com/photos/618522748/medium.jpg,10,"36.8170465043,-121.7924367437",100.0,,,,,1,Animalia,2,Chordata,3.0,Aves,67561.0,Charadriiformes,71295.0,Alcidae,4515.0,Uria,4519.0,Uria aalge
