image,rank,sam_score,x0,y0,x1,y1,mask_path,masked_crop_path
image_3.jpg,3,0.9245296716690063,35.508155822753906,112.077880859375,184.9240264892578,212.0588836669922,outputs/sam\masks\image_3__r3__mask.png,outputs/sam\masked_crops\image_3__r3__crop.png
image_3.jpg,4,0.9247708916664124,36.75032424926758,112.12744903564452,184.71649169921875,215.2437438964844,outputs/sam\masks\image_3__r4__mask.png,outputs/sam\masked_crops\image_3__r4__crop.png
image_4.JPG,1,0.9673274755477905,63.17734146118164,117.60667419433594,190.9704742431641,242.2386932373047,outputs/sam\masks\image_4__r1__mask.png,outputs/sam\masked_crops\image_4__r1__crop.png
image_4.JPG,2,0.9653043746948242,263.5041198730469,149.619873046875,475.5025329589844,315.0085754394531,outputs/sam\masks\image_4__r2__mask.png,outputs/sam\masked_crops\image_4__r2__crop.png
image_4.JPG,3,0.9675334692001343,63.7315673828125,118.3864974975586,190.0365753173828,240.6396484375,outputs/sam\masks\image_4__r3__mask.png,outputs/sam\masked_crops\image_4__r3__crop.png
image_4.JPG,4,0.9675572514533997,63.12499237060547,117.84944915771484,190.89486694335935,241.9366607666016,outputs/sam\masks\image_4__r4__mask.png,outputs/sam\masked_crops\image_4__r4__crop.png
image_5.jpg,1,0.973070502281189,74.69084167480469,45.59935760498047,247.1876983642578,317.1301574707031,outputs/sam\masks\image_5__r1__mask.png,outputs/sam\masked_crops\image_5__r1__crop.png
image_5.jpg,2,0.9785017967224121,76.63752746582031,49.59204864501953,231.3850860595703,316.78302001953125,outputs/sam\masks\image_5__r2__mask.png,outputs/sam\masked_crops\image_5__r2__crop.png
image_5.jpg,3,0.8961710333824158,210.3421936035156,42.8462028503418,252.44119262695312,83.53711700439453,outputs/sam\masks\image_5__r3__mask.png,outputs/sam\masked_crops\image_5__r3__crop.png
image_5.jpg,4,0.8963062167167664,210.8661346435547,43.27755737304688,252.0402069091797,82.9747314453125,outputs/sam\masks\image_5__r4__mask.png,outputs/sam\masked_crops\image_5__r4__crop.png
image_6.jpg,1,0.9386380314826965,200.8877716064453,113.55921936035156,356.74462890625,234.70567321777344,outputs/sam\masks\image_6__r1__mask.png,outputs/sam\masked_crops\image_6__r1__crop.png
image_6.jpg,2,0.9157655239105225,0.0194068998098373,0.369328111410141,58.12442398071289,240.52500915527344,outputs/sam\masks\image_6__r2__mask.png,outputs/sam\masked_crops\image_6__r2__crop.png
image_6.jpg,3,0.943305253982544,300.2886657714844,114.99695587158205,354.6506042480469,185.4234771728516,outputs/sam\masks\image_6__r3__mask.png,outputs/sam\masked_crops\image_6__r3__crop.png
image_6.jpg,4,0.8885213136672974,0.0936314463615417,0.4123593270778656,138.0200958251953,240.7339630126953,outputs/sam\masks\image_6__r4__mask.png,outputs/sam\masked_crops\image_6__r4__crop.png
image_7.jpg,1,0.8738548159599304,76.31636810302734,33.577938079833984,427.91943359375,383.6875305175781,outputs/sam\masks\image_7__r1__mask.png,outputs/sam\masked_crops\image_7__r1__crop.png
image_7.jpg,2,0.9003187417984009,204.0928192138672,171.64308166503906,427.6944885253906,350.587646484375,outputs/sam\masks\image_7__r2__mask.png,outputs/sam\masked_crops\image_7__r2__crop.png
image_7.jpg,3,0.873728334903717,76.79808044433594,33.64501190185547,428.4676208496094,383.472900390625,outputs/sam\masks\image_7__r3__mask.png,outputs/sam\masked_crops\image_7__r3__crop.png
image_7.jpg,4,0.982455849647522,0.308305025100708,0.3551867306232452,499.6815490722656,420.1813049316406,outputs/sam\masks\image_7__r4__mask.png,outputs/sam\masked_crops\image_7__r4__crop.png
image_8.jpg,1,0.9670113921165466,280.9400939941406,128.957275390625,478.4910278320313,320.9359436035156,outputs/sam\masks\image_8__r1__mask.png,outputs/sam\masked_crops\image_8__r1__crop.png
image_8.jpg,2,0.9043875932693481,0.6548166275024414,0.7727444171905518,497.1828308105469,374.3059692382813,outputs/sam\masks\image_8__r2__mask.png,outputs/sam\masked_crops\image_8__r2__crop.png
image_8.jpg,3,0.9669104814529419,282.35430908203125,130.88279724121094,476.8401489257813,319.9285583496094,outputs/sam\masks\image_8__r3__mask.png,outputs/sam\masked_crops\image_8__r3__crop.png
image_8.jpg,4,0.966966986656189,281.5037841796875,130.35279846191406,477.9563598632813,320.47918701171875,outputs/sam\masks\image_8__r4__mask.png,outputs/sam\masked_crops\image_8__r4__crop.png
image_9.jpg,1,0.9751117825508118,40.29949569702149,96.83277893066406,311.8706359863281,380.2335205078125,outputs/sam\masks\image_9__r1__mask.png,outputs/sam\masked_crops\image_9__r1__crop.png
image_9.jpg,2,0.975207507610321,40.73061752319336,97.06448364257812,311.2815246582031,379.9572143554688,outputs/sam\masks\image_9__r2__mask.png,outputs/sam\masked_crops\image_9__r2__crop.png
image_9.jpg,3,0.9751654267311096,40.61553955078125,96.625732421875,311.3522644042969,379.603271484375,outputs/sam\masks\image_9__r3__mask.png,outputs/sam\masked_crops\image_9__r3__crop.png
image_9.jpg,4,0.9359111189842224,47.68259048461914,283.8430480957031,180.31288146972656,379.29302978515625,outputs/sam\masks\image_9__r4__mask.png,outputs/sam\masked_crops\image_9__r4__crop.png
