observation_id,photo_id,license_code,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species,image_key,grounding_dino_prompt
340433312,619519266,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/original.jpg,Limnodynastes peronii,Striped Marsh Frog,species,cc-by-nc,research,https://www.inaturalist.org/observations/340433312,eater,"No, none of these",Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Limnodynastes,Limnodynastes peronii,obs_340433312_photo_619519266,green frog with yellow stripes.
340368188,619383348,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/original.jpg,Diplolepis rosae,Mossy Rose Gall Wasp,species,cc-by,research,https://www.inaturalist.org/observations/340368188,eater,Parasitism,Animalia,Arthropoda,Insecta,Hymenoptera,Diplolepididae,Diplolepis,Diplolepis rosae,obs_340368188_photo_619383348,small wasp with yellow and black body.
340364592,619375042,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619375042/original.jpg,Aquarius najas,River Skater,species,cc-by-nc,research,https://www.inaturalist.org/observations/340364592,eater,"No, none of these",Animalia,Arthropoda,Insecta,Hemiptera,Gerridae,Aquarius,Aquarius najas,obs_340364592_photo_619375042,brown insect with long body and narrow head.
340337865,533753896,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/533753896/original.jpg,Vicia cracca,tufted vetch,species,cc-by-nc,research,https://www.inaturalist.org/observations/340337865,organism being eaten,Pollination,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia cracca,obs_340337865_photo_533753896,"purple flower with long, thin seed pods."
340337296,536341964,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/536341964/original.jpg,Lotus corniculatus,bird's-foot trefoil,species,cc-by-nc,research,https://www.inaturalist.org/observations/340337296,organism being eaten,Pollination,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Lotus,Lotus corniculatus,obs_340337296_photo_536341964,yellow flower with five petals.
340326194,619295158,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295158/original.jpg,Pseudocercospora fuliginosa,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340326194,eater,Parasitism,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Pseudocercospora,Pseudocercospora fuliginosa,obs_340326194_photo_619295158,black fungus with powdery spores.
340326193,619295159,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619295159/original.jpg,Diospyros virginiana,American persimmon,species,cc-by-nc,research,https://www.inaturalist.org/observations/340326193,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,Diospyros virginiana,obs_340326193_photo_619295159,green fruit with four leaflets.
340304697,619256274,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619256274/original.jpg,Haemopis grandis,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/340304697,eater,"No, none of these",Animalia,Annelida,Clitellata,Arhynchobdellida,Haemopidae,Haemopis,Haemopis grandis,obs_340304697_photo_619256274,long segmented worm with red body.
340271186,619190124,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619190124/original.jpg,Baccharis pilularis,coyote brush,species,cc-by,research,https://www.inaturalist.org/observations/340271186,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis pilularis,obs_340271186_photo_619190124,yellow shrub with small white flowers.
340263466,619175705,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619175705/original.jpg,Cirsium ehrenbergii,red thistle,species,cc-by-nc,research,https://www.inaturalist.org/observations/340263466,organism being eaten,Pollination,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium ehrenbergii,obs_340263466_photo_619175705,prickly purple flower with thistle-like shape.
339993526,618618071,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/618618071/original.jpg,Evasterias troschelii,Mottled Star,species,cc-by-nc,research,https://www.inaturalist.org/observations/339993526,organism being eaten,"No, none of these",Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Evasterias troschelii,obs_339993526_photo_618618071,five-armed starfish with mottled brown color.
338486970,615576074,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/615576074/original.jpg,Spisula solidissima,West Atlantic Surfclam,species,cc0,research,https://www.inaturalist.org/observations/338486970,organism being eaten,"No, none of these",Animalia,Mollusca,Bivalvia,Venerida,Mactridae,Spisula,Spisula solidissima,obs_338486970_photo_615576074,large clam with two hinged shells.
338007030,614585734,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614585734/original.jpg,Eobania vermiculata,Chocolate-band Snail,species,cc-by,research,https://www.inaturalist.org/observations/338007030,eater,"No, none of these",Animalia,Mollusca,Gastropoda,Stylommatophora,Helicidae,Eobania,Eobania vermiculata,obs_338007030_photo_614585734,brown snail with yellow band.
337610714,613769638,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769638/original.jpg,Erysiphe parvula,0,species,cc-by,research,https://www.inaturalist.org/observations/337610714,eater,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Erysiphe,Erysiphe parvula,obs_337610714_photo_613769638,white powdery fungus on plant leaves.
337610708,613769550,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613769550/original.jpg,Golovinomyces bolayi,0,species,cc-by,research,https://www.inaturalist.org/observations/337610708,eater,Parasitism,Fungi,Ascomycota,Leotiomycetes,Helotiales,Erysiphaceae,Golovinomyces,Golovinomyces bolayi,obs_337610708_photo_613769550,white powdery growth on plant leaves.
337606242,613762919,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/613762919/original.jpg,Puccinia polygoni-amphibii,0,species,cc-by,research,https://www.inaturalist.org/observations/337606242,eater,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,Puccinia polygoni-amphibii,obs_337606242_photo_613762919,yellow spores on plant leaf.
337600645,614526508,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/614526508/original.jpg,Strongylocentrotus purpuratus,Pacific Purple Sea Urchin,species,cc-by-nc,research,https://www.inaturalist.org/observations/337600645,organism being eaten,"No, none of these",Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,Strongylocentrotus purpuratus,obs_337600645_photo_614526508,purple sea urchin with spines.
337063055,612648507,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/612648507/original.jpg,Charonia tritonis,Giant Triton Snail,species,cc-by-nc,research,https://www.inaturalist.org/observations/337063055,eater,"No, none of these",Animalia,Mollusca,Gastropoda,Littorinimorpha,Charoniidae,Charonia,Charonia tritonis,obs_337063055_photo_612648507,large sea snail with spiral shell.
336269939,611037472,cc-by-sa,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/611037472/original.jpg,Peripatoides novaezealandiae,New Zealand peripatus,species,cc-by-sa,research,https://www.inaturalist.org/observations/336269939,eater,"No, none of these",Animalia,Onychophora,0,0,Peripatopsidae,Peripatoides,Peripatoides novaezealandiae,obs_336269939_photo_611037472,"brown, worm-like animal with many legs."
334758419,607987821,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/607987821/original.jpg,Illosporiopsis christiansenii,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/334758419,eater,Parasitism,Fungi,Ascomycota,Sordariomycetes,Hypocreales,0,Illosporiopsis,Illosporiopsis christiansenii,obs_334758419_photo_607987821,black fungus with white spores.
334025380,606497684,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/606497684/original.jpg,Cryptomarasmius corbariensis,Oliveleaf Crypto,species,cc-by-nc,research,https://www.inaturalist.org/observations/334025380,eater,Scavenging or Decomposition,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Cryptomarasmius,Cryptomarasmius corbariensis,obs_334025380_photo_606497684,brown mushroom with olive green cap.
333664707,605748155,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/605748155/original.jpg,Aeolidia loui,Warty Shag-rug Nudibranch,species,cc-by-nc,research,https://www.inaturalist.org/observations/333664707,eater,"No, none of these",Animalia,Mollusca,Gastropoda,Nudibranchia,Aeolidiidae,Aeolidia,Aeolidia loui,obs_333664707_photo_605748155,colorful sea slug with warty body.
333144263,501540234,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/square.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/medium.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/large.jpeg,https://inaturalist-open-data.s3.amazonaws.com/photos/501540234/original.jpeg,Erythricium aurantiacum,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/333144263,eater,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium,Erythricium aurantiacum,obs_333144263_photo_501540234,orange mushroom with wavy edges.
332241462,602909620,cc-by-nc-nd,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602909620/original.jpg,Ariolimax buttoni,Button's Banana Slug,species,cc-by-nc,research,https://www.inaturalist.org/observations/332241462,eater,Scavenging or Decomposition,Animalia,Mollusca,Gastropoda,Stylommatophora,Ariolimacidae,Ariolimax,Ariolimax buttoni,obs_332241462_photo_602909620,"large, slimy, brown gastropod with distinctive keel."
331831594,602051260,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/602051260/original.jpg,Caulorhiza umbonata,Redwood Rooter,species,cc-by,research,https://www.inaturalist.org/observations/331831594,organism being eaten,"No, none of these",Fungi,Basidiomycota,Agaricomycetes,Agaricales,0,Caulorhiza,Caulorhiza umbonata,obs_331831594_photo_602051260,red mushroom with yellow cap and white gills.
331752340,601901044,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/601901044/original.jpg,Phyllosticta asiminae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/331752340,eater,Parasitism,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta asiminae,obs_331752340_photo_601901044,"small, black fungus with powdery spores."
327076113,592488640,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592488640/original.jpg,Anthopleura artemisia,Moonglow Anemone,species,cc-by-nc,research,https://www.inaturalist.org/observations/327076113,eater,"No, none of these",Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anthopleura,Anthopleura artemisia,obs_327076113_photo_592488640,red or green sea anemone with long tentacles.
326876805,592092171,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/592092171/original.jpg,Rhytisma acerinum,Black Tar Spot,species,cc-by-nc,research,https://www.inaturalist.org/observations/326876805,eater,Parasitism,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,Rhytisma,Rhytisma acerinum,obs_326876805_photo_592092171,black fungus with tar-like spots.
325625055,589595206,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/589595206/original.jpg,Mycocentrospora asiminae,0,species,cc0,research,https://www.inaturalist.org/observations/325625055,eater,Parasitism,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dothidotthiaceae,Mycocentrospora,Mycocentrospora asiminae,obs_325625055_photo_589595206,black fungus with powdery spores.
325267824,588882003,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/588882003/original.jpg,Iflavirus dinococcinellae,Dinocampus coccinellae paralysis virus,species,cc-by-nc,research,https://www.inaturalist.org/observations/325267824,eater,Parasitism,Viruses,Pisuviricota,Pisoniviricetes,Picornavirales,Iflaviridae,Iflavirus,Iflavirus dinococcinellae,obs_325267824_photo_588882003,viruses with small size and circular shape.
323944435,586236533,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/586236533/original.jpg,Gymnosporangium juniperi-virginianae,Cedar-apple rust,species,cc-by-nc,research,https://www.inaturalist.org/observations/323944435,eater,Parasitism,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Gymnosporangiaceae,Gymnosporangium,Gymnosporangium juniperi-virginianae,obs_323944435_photo_586236533,yellow or orange spores on juniper or apple.
321389820,581234419,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/581234419/original.jpg,Echinus esculentus,European Edible Sea Urchin,species,cc-by,research,https://www.inaturalist.org/observations/321389820,organism being eaten,"No, none of these",Animalia,Echinodermata,Echinoidea,Camarodonta,Echinidae,Echinus,Echinus esculentus,obs_321389820_photo_581234419,"round, spiny sea creature with five-part body."
319669394,577875426,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/577875426/original.jpg,Coleosporium ipomoeae,0,species,cc-by-nc,research,https://www.inaturalist.org/observations/319669394,organism being eaten,"No, none of these",Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Coleosporiaceae,Coleosporium,Coleosporium ipomoeae,obs_319669394_photo_577875426,yellowish brown leaf spot with powdery growth.
318533969,575706140,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575706140/original.jpg,Phylloporia amplectens,Pawpaw Polypore,species,cc0,research,https://www.inaturalist.org/observations/318533969,eater,Parasitism,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phylloporia,Phylloporia amplectens,obs_318533969_photo_575706140,brown mushroom with white pores.
318344322,575337712,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/575337712/original.jpg,Mopalia muscosa,Mossy Chiton,species,cc-by,research,https://www.inaturalist.org/observations/318344322,organism being eaten,"No, none of these",Animalia,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Mopalia,Mopalia muscosa,obs_318344322_photo_575337712,brown chiton with multiple shell plates.
