observation_id,photo_id,license_code,square_url,medium_url,large_url,original_url,scientific_name,common_name,taxon_rank,ob_license_code,quality_grade,uri,pred_prey,special_type_of_feeding,taxon_kingdom,taxon_phylum,taxon_class,taxon_order,taxon_family,taxon_genus,taxon_species,grounding_dino_prompt
341060278,547585471,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/547585471/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585471/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585471/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547585471/original.jpg,Chamaenerion angustifolium,fireweed,species,cc-by-nc,research,https://www.inaturalist.org/observations/341060278,organism being eaten,Pollination,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,"purple flowering plant with narrow leaves, tall stem."
341060248,547586114,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/547586114/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547586114/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547586114/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/547586114/original.jpg,Chamaenerion angustifolium,fireweed,species,cc-by-nc,research,https://www.inaturalist.org/observations/341060248,organism being eaten,Pollination,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Chamaenerion,Chamaenerion angustifolium,"tall purple flowering plant with narrow leaves, pink or purple spikes."
341011035,620687628,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620687628/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687628/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687628/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687628/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tropical tree."
341011035,620687643,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620687643/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687643/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687643/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687643/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tropical tree."
341011035,620687668,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620687668/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687668/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687668/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687668/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tree with edible fruit."
341011035,620687694,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620687694/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687694/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687694/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620687694/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tropical tree."
341011035,620688018,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620688018/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688018/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688018/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688018/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tropical tree."
341011035,620688038,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620688038/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688038/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688038/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620688038/original.jpg,Asimina reticulata,netted pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/341011035,organism being eaten,Parasitism,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina reticulata,"green fruit with netted skin, small tropical tree."
340891948,620443274,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620443274/original.jpg,Ammodytes personatus,Pacific Sand Lance,species,cc-by-nc,research,https://www.inaturalist.org/observations/340891948,organism being eaten,"No, none of these",Animalia,Chordata,Actinopterygii,Labriformes,Ammodytidae,Ammodytes,Ammodytes personatus,"silver fish with elongated body, small scales, and pointed snout."
340848746,620355031,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620355031/original.jpg,Tetraleurodes perileuca,Stanford's Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848746,eater,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Tetraleurodes,Tetraleurodes perileuca,"small white insect with yellow markings, whitefly."
340848514,620354575,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354575/original.jpg,Paraleyrodes minei,Nesting Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848514,eater,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Paraleyrodes,Paraleyrodes minei,"small white insect with yellow markings, whitefly."
340848514,620354582,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620354582/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354582/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354582/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354582/original.jpg,Paraleyrodes minei,Nesting Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848514,eater,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Paraleyrodes,Paraleyrodes minei,"small white insect with long slender body, tiny wings, and piercing-sucking mouthparts."
340848497,620354560,cc0,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620354560/original.jpg,Aleuroplatus coronata,Crown Whitefly,species,cc-by,research,https://www.inaturalist.org/observations/340848497,eater,Parasitism,Animalia,Arthropoda,Insecta,Hemiptera,Aleyrodidae,Aleuroplatus,Aleuroplatus coronata,"small white insect with long antennae, Hemiptera."
340825934,620308797,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308797/original.jpg,Guira guira,Guira Cuckoo,species,cc-by,research,https://www.inaturalist.org/observations/340825934,eater,"No, none of these",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,"black bird with long tail, large beaked cuckoo."
340825934,620308839,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/620308839/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308839/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308839/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620308839/original.jpg,Guira guira,Guira Cuckoo,species,cc-by,research,https://www.inaturalist.org/observations/340825934,eater,"No, none of these",Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Guira,Guira guira,"black and white bird with long tail, cuckoo bird."
340722577,620095837,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620095837/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095837/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095837/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095837/original.jpg,Asimina obovata,Flag-pawpaw,species,cc-by-nc,research,https://www.inaturalist.org/observations/340722577,organism being eaten,"No, none of these",Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Asimina,Asimina obovata,"green fruit with large leaves, small tree."
340722576,620095839,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/620095839/original.jpg,Omphalocera munroei,Pawpaw Webworm Moth,species,cc-by-nc,research,https://www.inaturalist.org/observations/340722576,eater,"No, none of these",Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Omphalocera,Omphalocera munroei,"small moth with brown and white stripes, caterpillar-eating insect."
340542613,619737737,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737737/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside."
340542613,619737740,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737740/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737740/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737740/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737740/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside, and long tail feathers."
340542613,619737753,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737753/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737753/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737753/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737753/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside."
340542613,619737767,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737767/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737767/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737767/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737767/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside."
340542613,619737775,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737775/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737775/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737775/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737775/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside."
340542613,619737804,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737804/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737804/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737804/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737804/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside."
340542613,619737829,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619737829/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737829/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737829/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619737829/original.jpg,Astur cooperii,Cooper's Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340542613,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Astur,Astur cooperii,"medium-sized bird of prey with brown back, white underside, and long tail feathers."
340514310,619679014,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679014/original.jpg,Sciurus carolinensis,Eastern Gray Squirrel,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514310,organism being eaten,"No, none of these",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,"gray squirrel with bushy tail, small rodent."
340514310,619679035,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619679035/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679035/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679035/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679035/original.jpg,Sciurus carolinensis,Eastern Gray Squirrel,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514310,organism being eaten,"No, none of these",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,"gray squirrel with bushy tail, small rodent."
340514310,619679050,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619679050/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679050/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679050/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619679050/original.jpg,Sciurus carolinensis,Eastern Gray Squirrel,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514310,organism being eaten,"No, none of these",Animalia,Chordata,Mammalia,Rodentia,Sciuridae,Sciurus,Sciurus carolinensis,"gray squirrel with bushy tail, rodent with large ears."
340514309,619678757,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678757/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown bird of prey with broad wings, long tail, sharp beak."
340514309,619678812,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678812/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678812/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678812/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678812/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown bird with broad wings, sharp talons, hawk."
340514309,619678833,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678833/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678833/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678833/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678833/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown bird of prey with broad wings, long tail, sharp beak."
340514309,619678863,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678863/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678863/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678863/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678863/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown hawk with broad wings, sharp talons, long tail feathers."
340514309,619678889,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678889/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678889/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678889/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678889/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown bird with broad wings, sharp talons, hawk."
340514309,619678934,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619678934/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678934/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678934/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619678934/original.jpg,Buteo jamaicensis,Red-tailed Hawk,species,cc-by-nc,research,https://www.inaturalist.org/observations/340514309,eater,"No, none of these",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,Buteo jamaicensis,"brown bird with broad wings, sharp talons, long tail feathers."
340433312,619519266,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619519266/original.jpg,Limnodynastes peronii,Striped Marsh Frog,species,cc-by-nc,research,https://www.inaturalist.org/observations/340433312,eater,"No, none of these",Animalia,Chordata,Amphibia,Anura,Limnodynastidae,Limnodynastes,Limnodynastes peronii,"greenish-brown frog with yellow stripes, striped frog, Anuran amphibian."
340394115,619968851,cc-by-nc,https://inaturalist-open-data.s3.amazonaws.com/photos/619968851/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619968851/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619968851/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619968851/original.jpg,Rhinella marina,Cane Toad,species,cc-by-nc,research,https://www.inaturalist.org/observations/340394115,organism being eaten,Scavenging or Decomposition,Animalia,Chordata,Amphibia,Anura,Bufonidae,Rhinella,Rhinella marina,"large green toad with warty skin, amphibian with long tongue."
340368188,619383348,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383348/original.jpg,Diplolepis rosae,Mossy Rose Gall Wasp,species,cc-by,research,https://www.inaturalist.org/observations/340368188,eater,Parasitism,Animalia,Arthropoda,Insecta,Hymenoptera,Diplolepididae,Diplolepis,Diplolepis rosae,"small wasp with yellow and black stripes, gall-making insect."
340368188,619383374,cc-by,https://inaturalist-open-data.s3.amazonaws.com/photos/619383374/square.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383374/medium.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383374/large.jpg,https://inaturalist-open-data.s3.amazonaws.com/photos/619383374/original.jpg,Diplolepis rosae,Mossy Rose Gall Wasp,species,cc-by,research,https://www.inaturalist.org/observations/340368188,eater,Parasitism,Animalia,Arthropoda,Insecta,Hymenoptera,Diplolepididae,Diplolepis,Diplolepis rosae,"small wasp with yellow and black stripes, gall wasp."
