crop_file,Image_name,crop_file_path,box_num,species,User Classified,Same?,My remarks,common_name,score,top_no,topk_predictions_json
obs_102691691_photo_171703626_box3.jpg,obs_102691691_photo_171703626,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_102691691_photo_171703626_box3.jpg,3,Egregia menziesii,Egregia menziesii,TRUE,,,0.76834321,1,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.7683432102203369}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12378489226102829}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.015401921235024929}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.014970595017075539}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.011260981671512127}]"
obs_102691691_photo_171703626_box3.jpg,obs_102691691_photo_171703626,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_102691691_photo_171703626_box3.jpg,3,Alaria marginata,Egregia menziesii,FALSE,,,0.123784892,2,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.7683432102203369}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12378489226102829}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.015401921235024929}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.014970595017075539}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.011260981671512127}]"
obs_102691691_photo_171703626_box3.jpg,obs_102691691_photo_171703626,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_102691691_photo_171703626_box3.jpg,3,Alaria nana,Egregia menziesii,FALSE,,,0.015401921,3,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.7683432102203369}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12378489226102829}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.015401921235024929}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.014970595017075539}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.011260981671512127}]"
obs_102691691_photo_171703626_box3.jpg,obs_102691691_photo_171703626,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_102691691_photo_171703626_box3.jpg,3,Alaria praelonga,Egregia menziesii,FALSE,,,0.014970595,4,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.7683432102203369}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12378489226102829}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.015401921235024929}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.014970595017075539}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.011260981671512127}]"
obs_102691691_photo_171703626_box3.jpg,obs_102691691_photo_171703626,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_102691691_photo_171703626_box3.jpg,3,Alaria crispa,Egregia menziesii,FALSE,,,0.011260982,5,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.7683432102203369}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12378489226102829}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.015401921235024929}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.014970595017075539}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.011260981671512127}]"
obs_10317797_photo_14298032_box1.jpg,obs_10317797_photo_14298032,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_10317797_photo_14298032_box1.jpg,1,Larus glaucescens,Dermasterias imbricata,FALSE,,Glaucous-winged gull,0.850022018,1,"[{""species"": ""Larus glaucescens"", ""common_name"": ""Glaucous-winged gull"", ""score"": 0.85002201795578}, {""species"": ""Larus occidentalis"", ""common_name"": ""Western gull"", ""score"": 0.08169932663440704}, {""species"": ""Larus californicus"", ""common_name"": ""California Gull"", ""score"": 0.024818798527121544}, {""species"": ""Evasterias troschelii"", ""common_name"": """", ""score"": 0.00503302039578557}, {""species"": ""Dermasterias imbricata"", ""common_name"": """", ""score"": 0.004086544271558523}]"
obs_10317797_photo_14298032_box1.jpg,obs_10317797_photo_14298032,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_10317797_photo_14298032_box1.jpg,1,Larus occidentalis,Dermasterias imbricata,FALSE,,Western gull,0.081699327,2,"[{""species"": ""Larus glaucescens"", ""common_name"": ""Glaucous-winged gull"", ""score"": 0.85002201795578}, {""species"": ""Larus occidentalis"", ""common_name"": ""Western gull"", ""score"": 0.08169932663440704}, {""species"": ""Larus californicus"", ""common_name"": ""California Gull"", ""score"": 0.024818798527121544}, {""species"": ""Evasterias troschelii"", ""common_name"": """", ""score"": 0.00503302039578557}, {""species"": ""Dermasterias imbricata"", ""common_name"": """", ""score"": 0.004086544271558523}]"
obs_10317797_photo_14298032_box1.jpg,obs_10317797_photo_14298032,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_10317797_photo_14298032_box1.jpg,1,Larus californicus,Dermasterias imbricata,FALSE,,California Gull,0.024818799,3,"[{""species"": ""Larus glaucescens"", ""common_name"": ""Glaucous-winged gull"", ""score"": 0.85002201795578}, {""species"": ""Larus occidentalis"", ""common_name"": ""Western gull"", ""score"": 0.08169932663440704}, {""species"": ""Larus californicus"", ""common_name"": ""California Gull"", ""score"": 0.024818798527121544}, {""species"": ""Evasterias troschelii"", ""common_name"": """", ""score"": 0.00503302039578557}, {""species"": ""Dermasterias imbricata"", ""common_name"": """", ""score"": 0.004086544271558523}]"
obs_10317797_photo_14298032_box1.jpg,obs_10317797_photo_14298032,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_10317797_photo_14298032_box1.jpg,1,Evasterias troschelii,Dermasterias imbricata,FALSE,,,0.00503302,4,"[{""species"": ""Larus glaucescens"", ""common_name"": ""Glaucous-winged gull"", ""score"": 0.85002201795578}, {""species"": ""Larus occidentalis"", ""common_name"": ""Western gull"", ""score"": 0.08169932663440704}, {""species"": ""Larus californicus"", ""common_name"": ""California Gull"", ""score"": 0.024818798527121544}, {""species"": ""Evasterias troschelii"", ""common_name"": """", ""score"": 0.00503302039578557}, {""species"": ""Dermasterias imbricata"", ""common_name"": """", ""score"": 0.004086544271558523}]"
obs_10317797_photo_14298032_box1.jpg,obs_10317797_photo_14298032,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_10317797_photo_14298032_box1.jpg,1,Dermasterias imbricata,Dermasterias imbricata,TRUE,,,0.004086544,5,"[{""species"": ""Larus glaucescens"", ""common_name"": ""Glaucous-winged gull"", ""score"": 0.85002201795578}, {""species"": ""Larus occidentalis"", ""common_name"": ""Western gull"", ""score"": 0.08169932663440704}, {""species"": ""Larus californicus"", ""common_name"": ""California Gull"", ""score"": 0.024818798527121544}, {""species"": ""Evasterias troschelii"", ""common_name"": """", ""score"": 0.00503302039578557}, {""species"": ""Dermasterias imbricata"", ""common_name"": """", ""score"": 0.004086544271558523}]"
obs_130480768_photo_70327211_box1.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box1.jpg,1,Dina lineata,Hirudo michaelseni,FALSE,The leech features might not be clear enough for the classifer to guess,,0.081765406,1,"[{""species"": ""Dina lineata"", ""common_name"": """", ""score"": 0.08176540583372116}, {""species"": ""Anisorhynchodemus luteicollis"", ""common_name"": """", ""score"": 0.06744697690010071}, {""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.05826948955655098}, {""species"": ""Myzobdella lugubris"", ""common_name"": ""Leech"", ""score"": 0.049763403832912445}, {""species"": ""Asiaticobdella fenestrata"", ""common_name"": """", ""score"": 0.032478656619787216}]"
obs_130480768_photo_70327211_box1.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box1.jpg,1,Anisorhynchodemus luteicollis,Hirudo michaelseni,FALSE,The leech features might not be clear enough for the classifer to guess,,0.067446977,2,"[{""species"": ""Dina lineata"", ""common_name"": """", ""score"": 0.08176540583372116}, {""species"": ""Anisorhynchodemus luteicollis"", ""common_name"": """", ""score"": 0.06744697690010071}, {""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.05826948955655098}, {""species"": ""Myzobdella lugubris"", ""common_name"": ""Leech"", ""score"": 0.049763403832912445}, {""species"": ""Asiaticobdella fenestrata"", ""common_name"": """", ""score"": 0.032478656619787216}]"
obs_130480768_photo_70327211_box1.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box1.jpg,1,Erpobdella nigricollis,Hirudo michaelseni,FALSE,The leech features might not be clear enough for the classifer to guess,,0.05826949,3,"[{""species"": ""Dina lineata"", ""common_name"": """", ""score"": 0.08176540583372116}, {""species"": ""Anisorhynchodemus luteicollis"", ""common_name"": """", ""score"": 0.06744697690010071}, {""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.05826948955655098}, {""species"": ""Myzobdella lugubris"", ""common_name"": ""Leech"", ""score"": 0.049763403832912445}, {""species"": ""Asiaticobdella fenestrata"", ""common_name"": """", ""score"": 0.032478656619787216}]"
obs_130480768_photo_70327211_box1.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box1.jpg,1,Myzobdella lugubris,Hirudo michaelseni,FALSE,The leech features might not be clear enough for the classifer to guess,Leech,0.049763404,4,"[{""species"": ""Dina lineata"", ""common_name"": """", ""score"": 0.08176540583372116}, {""species"": ""Anisorhynchodemus luteicollis"", ""common_name"": """", ""score"": 0.06744697690010071}, {""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.05826948955655098}, {""species"": ""Myzobdella lugubris"", ""common_name"": ""Leech"", ""score"": 0.049763403832912445}, {""species"": ""Asiaticobdella fenestrata"", ""common_name"": """", ""score"": 0.032478656619787216}]"
obs_130480768_photo_70327211_box1.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box1.jpg,1,Asiaticobdella fenestrata,Hirudo michaelseni,FALSE,The leech features might not be clear enough for the classifer to guess,,0.032478657,5,"[{""species"": ""Dina lineata"", ""common_name"": """", ""score"": 0.08176540583372116}, {""species"": ""Anisorhynchodemus luteicollis"", ""common_name"": """", ""score"": 0.06744697690010071}, {""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.05826948955655098}, {""species"": ""Myzobdella lugubris"", ""common_name"": ""Leech"", ""score"": 0.049763403832912445}, {""species"": ""Asiaticobdella fenestrata"", ""common_name"": """", ""score"": 0.032478656619787216}]"
obs_130480768_photo_70327211_box2.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box2.jpg,2,Erpobdella nigricollis,Hirudo michaelseni,FALSE,Tiny part of the image,,0.142464325,1,"[{""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.14246432483196259}, {""species"": ""Erpobdella testacea"", ""common_name"": """", ""score"": 0.12420652061700821}, {""species"": ""Gordius robustus"", ""common_name"": """", ""score"": 0.09540332108736038}, {""species"": ""Erpobdella punctata"", ""common_name"": """", ""score"": 0.0595862939953804}, {""species"": ""Erpobdella melanostoma"", ""common_name"": """", ""score"": 0.05859898030757904}]"
obs_130480768_photo_70327211_box2.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box2.jpg,2,Erpobdella testacea,Hirudo michaelseni,FALSE,Tiny part of the image,,0.124206521,2,"[{""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.14246432483196259}, {""species"": ""Erpobdella testacea"", ""common_name"": """", ""score"": 0.12420652061700821}, {""species"": ""Gordius robustus"", ""common_name"": """", ""score"": 0.09540332108736038}, {""species"": ""Erpobdella punctata"", ""common_name"": """", ""score"": 0.0595862939953804}, {""species"": ""Erpobdella melanostoma"", ""common_name"": """", ""score"": 0.05859898030757904}]"
obs_130480768_photo_70327211_box2.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box2.jpg,2,Gordius robustus,Hirudo michaelseni,FALSE,Tiny part of the image,,0.095403321,3,"[{""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.14246432483196259}, {""species"": ""Erpobdella testacea"", ""common_name"": """", ""score"": 0.12420652061700821}, {""species"": ""Gordius robustus"", ""common_name"": """", ""score"": 0.09540332108736038}, {""species"": ""Erpobdella punctata"", ""common_name"": """", ""score"": 0.0595862939953804}, {""species"": ""Erpobdella melanostoma"", ""common_name"": """", ""score"": 0.05859898030757904}]"
obs_130480768_photo_70327211_box2.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box2.jpg,2,Erpobdella punctata,Hirudo michaelseni,FALSE,Tiny part of the image,,0.059586294,4,"[{""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.14246432483196259}, {""species"": ""Erpobdella testacea"", ""common_name"": """", ""score"": 0.12420652061700821}, {""species"": ""Gordius robustus"", ""common_name"": """", ""score"": 0.09540332108736038}, {""species"": ""Erpobdella punctata"", ""common_name"": """", ""score"": 0.0595862939953804}, {""species"": ""Erpobdella melanostoma"", ""common_name"": """", ""score"": 0.05859898030757904}]"
obs_130480768_photo_70327211_box2.jpg,obs_130480768_photo_70327211,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_130480768_photo_70327211_box2.jpg,2,Erpobdella melanostoma,Hirudo michaelseni,FALSE,Tiny part of the image,,0.05859898,5,"[{""species"": ""Erpobdella nigricollis"", ""common_name"": """", ""score"": 0.14246432483196259}, {""species"": ""Erpobdella testacea"", ""common_name"": """", ""score"": 0.12420652061700821}, {""species"": ""Gordius robustus"", ""common_name"": """", ""score"": 0.09540332108736038}, {""species"": ""Erpobdella punctata"", ""common_name"": """", ""score"": 0.0595862939953804}, {""species"": ""Erpobdella melanostoma"", ""common_name"": """", ""score"": 0.05859898030757904}]"
obs_188731534_photo_330410184_box1.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box1.jpg,1,Toumeyella mirabilis,Lonsdalea quercina,FALSE,,,0.146177649,1,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.14617764949798584}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.10722772032022476}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.06999140977859497}, {""species"": ""Papuexul bidwilli"", ""common_name"": ""Mottled treesnail"", ""score"": 0.030114874243736267}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.027807965874671936}]"
obs_188731534_photo_330410184_box1.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box1.jpg,1,Toumeyella quadrifasciata,Lonsdalea quercina,FALSE,,,0.10722772,2,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.14617764949798584}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.10722772032022476}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.06999140977859497}, {""species"": ""Papuexul bidwilli"", ""common_name"": ""Mottled treesnail"", ""score"": 0.030114874243736267}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.027807965874671936}]"
obs_188731534_photo_330410184_box1.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box1.jpg,1,Toumeyella erythrinae,Lonsdalea quercina,FALSE,,,0.06999141,3,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.14617764949798584}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.10722772032022476}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.06999140977859497}, {""species"": ""Papuexul bidwilli"", ""common_name"": ""Mottled treesnail"", ""score"": 0.030114874243736267}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.027807965874671936}]"
obs_188731534_photo_330410184_box1.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box1.jpg,1,Papuexul bidwilli,Lonsdalea quercina,FALSE,,Mottled treesnail,0.030114874,4,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.14617764949798584}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.10722772032022476}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.06999140977859497}, {""species"": ""Papuexul bidwilli"", ""common_name"": ""Mottled treesnail"", ""score"": 0.030114874243736267}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.027807965874671936}]"
obs_188731534_photo_330410184_box1.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box1.jpg,1,Toumeyella obunca,Lonsdalea quercina,FALSE,,,0.027807966,5,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.14617764949798584}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.10722772032022476}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.06999140977859497}, {""species"": ""Papuexul bidwilli"", ""common_name"": ""Mottled treesnail"", ""score"": 0.030114874243736267}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.027807965874671936}]"
obs_188731534_photo_330410184_box2.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box2.jpg,2,Toumeyella mirabilis,Lonsdalea quercina,FALSE,,,0.171928957,1,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.17192895710468292}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.16919630765914917}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.0839642658829689}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.04361129552125931}, {""species"": ""Andricus marmoreus"", ""common_name"": """", ""score"": 0.033485427498817444}]"
obs_188731534_photo_330410184_box2.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box2.jpg,2,Toumeyella quadrifasciata,Lonsdalea quercina,FALSE,,,0.169196308,2,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.17192895710468292}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.16919630765914917}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.0839642658829689}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.04361129552125931}, {""species"": ""Andricus marmoreus"", ""common_name"": """", ""score"": 0.033485427498817444}]"
obs_188731534_photo_330410184_box2.jpg,obs_188731534_photo_330410184,/gpfs_common/share03/ftrscape/snair3/wew_notebooks/outputs_crop/obs_188731534_photo_330410184_box2.jpg,2,Toumeyella erythrinae,Lonsdalea quercina,FALSE,,,0.083964266,3,"[{""species"": ""Toumeyella mirabilis"", ""common_name"": """", ""score"": 0.17192895710468292}, {""species"": ""Toumeyella quadrifasciata"", ""common_name"": """", ""score"": 0.16919630765914917}, {""species"": ""Toumeyella erythrinae"", ""common_name"": """", ""score"": 0.0839642658829689}, {""species"": ""Toumeyella obunca"", ""common_name"": """", ""score"": 0.04361129552125931}, {""species"": ""Andricus marmoreus"", ""common_name"": """", ""score"": 0.033485427498817444}]"
