image_id,image_path
obs_340271239_photo_619190266,/rs1/researchers/a/amallav/image_dataset/obs_340271239_photo_619190266.jpg
obs_340271239_photo_619190273,/rs1/researchers/a/amallav/image_dataset/obs_340271239_photo_619190273.jpg
obs_340271186_photo_619190124,/rs1/researchers/a/amallav/image_dataset/obs_340271186_photo_619190124.jpg
obs_340271186_photo_619190122,/rs1/researchers/a/amallav/image_dataset/obs_340271186_photo_619190122.jpg
obs_340263466_photo_619175705,/rs1/researchers/a/amallav/image_dataset/obs_340263466_photo_619175705.jpg
obs_340263466_photo_619175707,/rs1/researchers/a/amallav/image_dataset/obs_340263466_photo_619175707.jpg
obs_340263466_photo_619175708,/rs1/researchers/a/amallav/image_dataset/obs_340263466_photo_619175708.jpg
obs_340261882_photo_619172320,/rs1/researchers/a/amallav/image_dataset/obs_340261882_photo_619172320.jpg
obs_340261882_photo_619172337,/rs1/researchers/a/amallav/image_dataset/obs_340261882_photo_619172337.jpg
obs_340261882_photo_619172349,/rs1/researchers/a/amallav/image_dataset/obs_340261882_photo_619172349.jpg
obs_340261882_photo_619172367,/rs1/researchers/a/amallav/image_dataset/obs_340261882_photo_619172367.jpg
obs_340261882_photo_619172382,/rs1/researchers/a/amallav/image_dataset/obs_340261882_photo_619172382.jpg
obs_340201729_photo_619048233,/rs1/researchers/a/amallav/image_dataset/obs_340201729_photo_619048233.jpg
obs_340201729_photo_619048235,/rs1/researchers/a/amallav/image_dataset/obs_340201729_photo_619048235.jpg
obs_340201729_photo_619048220,/rs1/researchers/a/amallav/image_dataset/obs_340201729_photo_619048220.jpg
obs_340201729_photo_619048218,/rs1/researchers/a/amallav/image_dataset/obs_340201729_photo_619048218.jpg
obs_340201729_photo_619048219,/rs1/researchers/a/amallav/image_dataset/obs_340201729_photo_619048219.jpg
obs_340178684_photo_619000728,/rs1/researchers/a/amallav/image_dataset/obs_340178684_photo_619000728.jpg
obs_340152977_photo_618950018,/rs1/researchers/a/amallav/image_dataset/obs_340152977_photo_618950018.jpg
obs_340152977_photo_618950022,/rs1/researchers/a/amallav/image_dataset/obs_340152977_photo_618950022.jpg
obs_340152977_photo_618950027,/rs1/researchers/a/amallav/image_dataset/obs_340152977_photo_618950027.jpg
obs_340152977_photo_618950016,/rs1/researchers/a/amallav/image_dataset/obs_340152977_photo_618950016.jpg
obs_340152756_photo_618949474,/rs1/researchers/a/amallav/image_dataset/obs_340152756_photo_618949474.jpg
obs_340152756_photo_618949476,/rs1/researchers/a/amallav/image_dataset/obs_340152756_photo_618949476.jpg
obs_340152756_photo_618949477,/rs1/researchers/a/amallav/image_dataset/obs_340152756_photo_618949477.jpg
obs_340152756_photo_618949482,/rs1/researchers/a/amallav/image_dataset/obs_340152756_photo_618949482.jpg
obs_340152756_photo_618949483,/rs1/researchers/a/amallav/image_dataset/obs_340152756_photo_618949483.jpg
obs_340147022_photo_618936132,/rs1/researchers/a/amallav/image_dataset/obs_340147022_photo_618936132.jpg
obs_340147022_photo_618936053,/rs1/researchers/a/amallav/image_dataset/obs_340147022_photo_618936053.jpg
obs_340147007_photo_618932618,/rs1/researchers/a/amallav/image_dataset/obs_340147007_photo_618932618.jpg
obs_340147007_photo_618932719,/rs1/researchers/a/amallav/image_dataset/obs_340147007_photo_618932719.jpg
obs_340147007_photo_618935941,/rs1/researchers/a/amallav/image_dataset/obs_340147007_photo_618935941.jpg
obs_340122341_photo_618887905,/rs1/researchers/a/amallav/image_dataset/obs_340122341_photo_618887905.jpg
obs_340115097_photo_618869552,/rs1/researchers/a/amallav/image_dataset/obs_340115097_photo_618869552.jpg
obs_340115097_photo_618869568,/rs1/researchers/a/amallav/image_dataset/obs_340115097_photo_618869568.jpg
obs_340115097_photo_618869590,/rs1/researchers/a/amallav/image_dataset/obs_340115097_photo_618869590.jpg
obs_340115097_photo_618869666,/rs1/researchers/a/amallav/image_dataset/obs_340115097_photo_618869666.jpg
obs_340114984_photo_618869552,/rs1/researchers/a/amallav/image_dataset/obs_340114984_photo_618869552.jpg
obs_340114984_photo_618869568,/rs1/researchers/a/amallav/image_dataset/obs_340114984_photo_618869568.jpg
obs_340114984_photo_618869590,/rs1/researchers/a/amallav/image_dataset/obs_340114984_photo_618869590.jpg
obs_340114984_photo_618869666,/rs1/researchers/a/amallav/image_dataset/obs_340114984_photo_618869666.jpg
obs_340042963_photo_362323490,/rs1/researchers/a/amallav/image_dataset/obs_340042963_photo_362323490.jpg
obs_340035665_photo_618703136,/rs1/researchers/a/amallav/image_dataset/obs_340035665_photo_618703136.jpg
obs_340035665_photo_618703149,/rs1/researchers/a/amallav/image_dataset/obs_340035665_photo_618703149.jpg
obs_340035665_photo_618721897,/rs1/researchers/a/amallav/image_dataset/obs_340035665_photo_618721897.jpg
obs_340035133_photo_618702374,/rs1/researchers/a/amallav/image_dataset/obs_340035133_photo_618702374.jpg
obs_340035133_photo_618703442,/rs1/researchers/a/amallav/image_dataset/obs_340035133_photo_618703442.jpg
obs_340035133_photo_618703451,/rs1/researchers/a/amallav/image_dataset/obs_340035133_photo_618703451.jpg
obs_340032293_photo_618696045,/rs1/researchers/a/amallav/image_dataset/obs_340032293_photo_618696045.jpg
obs_339993526_photo_618618071,/rs1/researchers/a/amallav/image_dataset/obs_339993526_photo_618618071.jpg
obs_339993293_photo_618617361,/rs1/researchers/a/amallav/image_dataset/obs_339993293_photo_618617361.jpg
obs_339990356_photo_618610964,/rs1/researchers/a/amallav/image_dataset/obs_339990356_photo_618610964.jpg
obs_339988554_photo_618607587,/rs1/researchers/a/amallav/image_dataset/obs_339988554_photo_618607587.jpg
obs_339988554_photo_618607588,/rs1/researchers/a/amallav/image_dataset/obs_339988554_photo_618607588.jpg
obs_339988554_photo_618607585,/rs1/researchers/a/amallav/image_dataset/obs_339988554_photo_618607585.jpg
obs_339965719_photo_618559388,/rs1/researchers/a/amallav/image_dataset/obs_339965719_photo_618559388.jpg
obs_339948123_photo_618523115,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618523115.jpg
obs_339948123_photo_618522651,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522651.jpg
obs_339948123_photo_618522668,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522668.jpg
obs_339948123_photo_618522675,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522675.jpg
obs_339948123_photo_618522691,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522691.jpg
obs_339948123_photo_618522723,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522723.jpg
obs_339948123_photo_618522712,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522712.jpg
obs_339948123_photo_618522729,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522729.jpg
obs_339948123_photo_618522734,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522734.jpg
obs_339948123_photo_618522748,/rs1/researchers/a/amallav/image_dataset/obs_339948123_photo_618522748.jpg
obs_339948077_photo_618522651,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522651.jpg
obs_339948077_photo_618522668,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522668.jpg
obs_339948077_photo_618522675,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522675.jpg
obs_339948077_photo_618522691,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522691.jpg
obs_339948077_photo_618522723,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522723.jpg
obs_339948077_photo_618522712,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522712.jpg
obs_339948077_photo_618522729,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522729.jpg
obs_339948077_photo_618522734,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522734.jpg
obs_339948077_photo_618522748,/rs1/researchers/a/amallav/image_dataset/obs_339948077_photo_618522748.jpg
obs_339945807_photo_618517819,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517819.jpg
obs_339945807_photo_618517821,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517821.jpg
obs_339945807_photo_618517882,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517882.jpg
obs_339945807_photo_618517818,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517818.jpg
obs_339945807_photo_618517883,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517883.jpg
obs_339945807_photo_618517887,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517887.jpg
obs_339945807_photo_618517926,/rs1/researchers/a/amallav/image_dataset/obs_339945807_photo_618517926.jpg
obs_339919588_photo_618465383,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465383.jpg
obs_339919588_photo_618465375,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465375.jpg
obs_339919588_photo_618465395,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465395.jpg
obs_339919588_photo_618465374,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465374.jpg
obs_339919588_photo_618465405,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465405.jpg
obs_339919588_photo_618465393,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465393.jpg
obs_339919588_photo_618465392,/rs1/researchers/a/amallav/image_dataset/obs_339919588_photo_618465392.jpg
obs_339908235_photo_618452115,/rs1/researchers/a/amallav/image_dataset/obs_339908235_photo_618452115.jpg
obs_339908235_photo_102541386,/rs1/researchers/a/amallav/image_dataset/obs_339908235_photo_102541386.jpg
obs_339799625_photo_505069588,/rs1/researchers/a/amallav/image_dataset/obs_339799625_photo_505069588.jpg
obs_339633540_photo_617877234,/rs1/researchers/a/amallav/image_dataset/obs_339633540_photo_617877234.jpg
obs_339632321_photo_570788975,/rs1/researchers/a/amallav/image_dataset/obs_339632321_photo_570788975.jpg
obs_339576790_photo_617769794,/rs1/researchers/a/amallav/image_dataset/obs_339576790_photo_617769794.jpg
obs_339530410_photo_617676213,/rs1/researchers/a/amallav/image_dataset/obs_339530410_photo_617676213.jpg
obs_339530410_photo_617676220,/rs1/researchers/a/amallav/image_dataset/obs_339530410_photo_617676220.jpg
obs_339484966_photo_41843755,/rs1/researchers/a/amallav/image_dataset/obs_339484966_photo_41843755.jpg
obs_339447471_photo_617505101,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505101.jpg
obs_339447471_photo_617505099,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505099.jpg
obs_339447471_photo_617505097,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505097.jpg
obs_339447471_photo_617505098,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505098.jpg
obs_339447471_photo_617505103,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505103.jpg
obs_339447471_photo_617505091,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505091.jpg
obs_339447471_photo_617505106,/rs1/researchers/a/amallav/image_dataset/obs_339447471_photo_617505106.jpg
obs_339413207_photo_617438781,/rs1/researchers/a/amallav/image_dataset/obs_339413207_photo_617438781.jpg
obs_339413207_photo_617438801,/rs1/researchers/a/amallav/image_dataset/obs_339413207_photo_617438801.jpg
obs_339413207_photo_617438818,/rs1/researchers/a/amallav/image_dataset/obs_339413207_photo_617438818.jpg
obs_339413099_photo_617438650,/rs1/researchers/a/amallav/image_dataset/obs_339413099_photo_617438650.jpg
obs_339413099_photo_617438676,/rs1/researchers/a/amallav/image_dataset/obs_339413099_photo_617438676.jpg
obs_339225579_photo_617048892,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048892.jpg
obs_339225579_photo_617048909,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048909.jpg
obs_339225579_photo_617048927,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048927.jpg
obs_339225579_photo_617048944,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048944.jpg
obs_339225579_photo_617048958,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048958.jpg
obs_339225579_photo_617048966,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048966.jpg
obs_339225579_photo_617048976,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048976.jpg
obs_339225579_photo_617048983,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048983.jpg
obs_339225579_photo_617048993,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617048993.jpg
obs_339225579_photo_617049006,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617049006.jpg
obs_339225579_photo_617049011,/rs1/researchers/a/amallav/image_dataset/obs_339225579_photo_617049011.jpg
obs_339197557_photo_616991445,/rs1/researchers/a/amallav/image_dataset/obs_339197557_photo_616991445.jpg
obs_339197557_photo_616991458,/rs1/researchers/a/amallav/image_dataset/obs_339197557_photo_616991458.jpg
obs_339197557_photo_616991463,/rs1/researchers/a/amallav/image_dataset/obs_339197557_photo_616991463.jpg
obs_339197557_photo_616991464,/rs1/researchers/a/amallav/image_dataset/obs_339197557_photo_616991464.jpg
obs_339189573_photo_348631255,/rs1/researchers/a/amallav/image_dataset/obs_339189573_photo_348631255.jpg
obs_339189573_photo_348631273,/rs1/researchers/a/amallav/image_dataset/obs_339189573_photo_348631273.jpg
obs_339187881_photo_351485161,/rs1/researchers/a/amallav/image_dataset/obs_339187881_photo_351485161.jpg
obs_339187881_photo_351485175,/rs1/researchers/a/amallav/image_dataset/obs_339187881_photo_351485175.jpg
obs_339173039_photo_616943579,/rs1/researchers/a/amallav/image_dataset/obs_339173039_photo_616943579.jpg
obs_339168613_photo_616917947,/rs1/researchers/a/amallav/image_dataset/obs_339168613_photo_616917947.jpg
obs_339168613_photo_616917952,/rs1/researchers/a/amallav/image_dataset/obs_339168613_photo_616917952.jpg
obs_339128282_photo_616850264,/rs1/researchers/a/amallav/image_dataset/obs_339128282_photo_616850264.jpg
obs_339128282_photo_616850260,/rs1/researchers/a/amallav/image_dataset/obs_339128282_photo_616850260.jpg
obs_339128282_photo_616850265,/rs1/researchers/a/amallav/image_dataset/obs_339128282_photo_616850265.jpg
obs_339128282_photo_616850268,/rs1/researchers/a/amallav/image_dataset/obs_339128282_photo_616850268.jpg
obs_339128191_photo_616850096,/rs1/researchers/a/amallav/image_dataset/obs_339128191_photo_616850096.jpg
obs_339128187_photo_616850080,/rs1/researchers/a/amallav/image_dataset/obs_339128187_photo_616850080.jpg
obs_339128163_photo_616849969,/rs1/researchers/a/amallav/image_dataset/obs_339128163_photo_616849969.jpg
obs_339094010_photo_8158662,/rs1/researchers/a/amallav/image_dataset/obs_339094010_photo_8158662.jpg
obs_339089145_photo_318924725,/rs1/researchers/a/amallav/image_dataset/obs_339089145_photo_318924725.jpg
obs_339047738_photo_616684663,/rs1/researchers/a/amallav/image_dataset/obs_339047738_photo_616684663.jpg
obs_339047738_photo_616684528,/rs1/researchers/a/amallav/image_dataset/obs_339047738_photo_616684528.jpg
obs_339047738_photo_616684570,/rs1/researchers/a/amallav/image_dataset/obs_339047738_photo_616684570.jpg
obs_338960784_photo_616498857,/rs1/researchers/a/amallav/image_dataset/obs_338960784_photo_616498857.jpg
obs_338960783_photo_616498849,/rs1/researchers/a/amallav/image_dataset/obs_338960783_photo_616498849.jpg
obs_338960783_photo_616498854,/rs1/researchers/a/amallav/image_dataset/obs_338960783_photo_616498854.jpg
obs_338960783_photo_616498859,/rs1/researchers/a/amallav/image_dataset/obs_338960783_photo_616498859.jpg
obs_338960783_photo_616498864,/rs1/researchers/a/amallav/image_dataset/obs_338960783_photo_616498864.jpg
obs_338960783_photo_616498870,/rs1/researchers/a/amallav/image_dataset/obs_338960783_photo_616498870.jpg
obs_338955864_photo_616501761,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501761.jpg
obs_338955864_photo_616501770,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501770.jpg
obs_338955864_photo_616501787,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501787.jpg
obs_338955864_photo_616501801,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501801.jpg
obs_338955864_photo_616501819,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501819.jpg
obs_338955864_photo_616501834,/rs1/researchers/a/amallav/image_dataset/obs_338955864_photo_616501834.jpg
obs_338949235_photo_616486878,/rs1/researchers/a/amallav/image_dataset/obs_338949235_photo_616486878.jpg
obs_338949235_photo_616486882,/rs1/researchers/a/amallav/image_dataset/obs_338949235_photo_616486882.jpg
obs_338949235_photo_616486933,/rs1/researchers/a/amallav/image_dataset/obs_338949235_photo_616486933.jpg
obs_338924205_photo_616388362,/rs1/researchers/a/amallav/image_dataset/obs_338924205_photo_616388362.jpg
obs_338924205_photo_616388461,/rs1/researchers/a/amallav/image_dataset/obs_338924205_photo_616388461.jpg
obs_338924205_photo_616388468,/rs1/researchers/a/amallav/image_dataset/obs_338924205_photo_616388468.jpg
obs_338848951_photo_616299653,/rs1/researchers/a/amallav/image_dataset/obs_338848951_photo_616299653.jpg
obs_338848951_photo_616299664,/rs1/researchers/a/amallav/image_dataset/obs_338848951_photo_616299664.jpg
obs_338848951_photo_616299665,/rs1/researchers/a/amallav/image_dataset/obs_338848951_photo_616299665.jpg
obs_338846557_photo_616294756,/rs1/researchers/a/amallav/image_dataset/obs_338846557_photo_616294756.jpg
obs_338846557_photo_616294748,/rs1/researchers/a/amallav/image_dataset/obs_338846557_photo_616294748.jpg
obs_338846557_photo_616294752,/rs1/researchers/a/amallav/image_dataset/obs_338846557_photo_616294752.jpg
obs_338845282_photo_616291894,/rs1/researchers/a/amallav/image_dataset/obs_338845282_photo_616291894.jpg
obs_338845282_photo_616291896,/rs1/researchers/a/amallav/image_dataset/obs_338845282_photo_616291896.jpg
obs_338838643_photo_616279463,/rs1/researchers/a/amallav/image_dataset/obs_338838643_photo_616279463.jpg
obs_338838643_photo_616279446,/rs1/researchers/a/amallav/image_dataset/obs_338838643_photo_616279446.jpg
obs_338838643_photo_616279458,/rs1/researchers/a/amallav/image_dataset/obs_338838643_photo_616279458.jpg
obs_338838643_photo_616279462,/rs1/researchers/a/amallav/image_dataset/obs_338838643_photo_616279462.jpg
obs_338838643_photo_616279461,/rs1/researchers/a/amallav/image_dataset/obs_338838643_photo_616279461.jpg
obs_338801663_photo_616201099,/rs1/researchers/a/amallav/image_dataset/obs_338801663_photo_616201099.jpg
obs_338801663_photo_616201100,/rs1/researchers/a/amallav/image_dataset/obs_338801663_photo_616201100.jpg
obs_338762379_photo_615667813,/rs1/researchers/a/amallav/image_dataset/obs_338762379_photo_615667813.jpg
obs_338762379_photo_615667817,/rs1/researchers/a/amallav/image_dataset/obs_338762379_photo_615667817.jpg
obs_338761023_photo_38491694,/rs1/researchers/a/amallav/image_dataset/obs_338761023_photo_38491694.jpg
obs_338761023_photo_38491685,/rs1/researchers/a/amallav/image_dataset/obs_338761023_photo_38491685.jpg
obs_338759072_photo_575448055,/rs1/researchers/a/amallav/image_dataset/obs_338759072_photo_575448055.jpg
obs_338755769_photo_616109251,/rs1/researchers/a/amallav/image_dataset/obs_338755769_photo_616109251.jpg
obs_338755768_photo_616109234,/rs1/researchers/a/amallav/image_dataset/obs_338755768_photo_616109234.jpg
obs_338755768_photo_616109225,/rs1/researchers/a/amallav/image_dataset/obs_338755768_photo_616109225.jpg
obs_338751788_photo_616101527,/rs1/researchers/a/amallav/image_dataset/obs_338751788_photo_616101527.jpg
obs_338745055_photo_616088352,/rs1/researchers/a/amallav/image_dataset/obs_338745055_photo_616088352.jpg
obs_338745055_photo_616088324,/rs1/researchers/a/amallav/image_dataset/obs_338745055_photo_616088324.jpg
obs_338745055_photo_616088344,/rs1/researchers/a/amallav/image_dataset/obs_338745055_photo_616088344.jpg
obs_338745055_photo_616088356,/rs1/researchers/a/amallav/image_dataset/obs_338745055_photo_616088356.jpg
obs_338721108_photo_616042969,/rs1/researchers/a/amallav/image_dataset/obs_338721108_photo_616042969.jpg
obs_338572816_photo_615752079,/rs1/researchers/a/amallav/image_dataset/obs_338572816_photo_615752079.jpg
obs_338572814_photo_615752082,/rs1/researchers/a/amallav/image_dataset/obs_338572814_photo_615752082.jpg
obs_338569655_photo_615747159,/rs1/researchers/a/amallav/image_dataset/obs_338569655_photo_615747159.jpg
obs_338562942_photo_335264472,/rs1/researchers/a/amallav/image_dataset/obs_338562942_photo_335264472.jpg
obs_338562942_photo_335264473,/rs1/researchers/a/amallav/image_dataset/obs_338562942_photo_335264473.jpg
obs_338562942_photo_335264477,/rs1/researchers/a/amallav/image_dataset/obs_338562942_photo_335264477.jpg
obs_338541959_photo_615693176,/rs1/researchers/a/amallav/image_dataset/obs_338541959_photo_615693176.jpg
obs_338541959_photo_615693180,/rs1/researchers/a/amallav/image_dataset/obs_338541959_photo_615693180.jpg
obs_338541959_photo_615693181,/rs1/researchers/a/amallav/image_dataset/obs_338541959_photo_615693181.jpg
obs_338491637_photo_615584999,/rs1/researchers/a/amallav/image_dataset/obs_338491637_photo_615584999.jpg
